country,country_risk,asn_reputation_risk,device_type,is_new_country,is_new_device,round_trip_time_ms,hour_of_day,is_attack_ip,login_successful,is_account_takeover
Australia,0.06,0.39400408698155187,mobile,0,0,247.95837009497671,23,1,0,1
United States,0.05,0.0939900361964145,desktop,0,1,34.10232770077213,16,0,1,0
United States,0.05,0.41829502949190034,mobile,0,0,229.40344785404315,0,0,1,0
Pakistan,0.45,0.13359783961984684,mobile,1,0,57.75475246066722,17,0,1,0
Netherlands,0.08,0.20240245829365897,desktop,0,0,48.880466888463985,5,0,1,0
Russia,0.6,0.20813877012150503,mobile,0,0,131.69486356070934,20,0,1,0
Brazil,0.2,0.28381896781741234,desktop,0,0,42.59931840599387,5,0,1,0
United States,0.05,0.22139616008416702,desktop,0,0,48.52125202289447,11,0,1,0
Netherlands,0.08,0.257661209021495,tablet,0,1,128.8226353782042,21,0,1,0
France,0.07,0.33883531082075163,desktop,0,0,71.17513993677483,18,0,1,0
Netherlands,0.08,0.33967632786636537,tablet,0,1,69.3087831346292,3,0,1,0
United States,0.05,0.4204874674754419,mobile,0,0,175.620073240187,23,1,1,1
Germany,0.05,0.1425367710839493,mobile,0,0,73.6435148016098,10,0,1,0
Japan,0.05,0.08635646494672132,mobile,0,0,63.420907922789134,12,0,0,0
Netherlands,0.08,0.047185369405437244,mobile,0,0,56.99049485895951,1,0,1,0
Australia,0.06,0.2038260073194025,desktop,0,0,45.128038574414795,0,0,1,1
Germany,0.05,0.10706393154958228,desktop,1,1,74.74539810457846,11,0,1,0
Germany,0.05,0.17575612918154346,mobile,1,0,59.80163981577646,8,0,1,0
Romania,0.4,0.21300269938678848,desktop,0,0,62.5399623220075,0,0,1,1
France,0.07,0.2551824381400356,desktop,0,0,92.84045360472243,2,0,1,1
France,0.07,0.15211366443872099,tablet,0,0,61.74415156607341,17,0,1,0
Australia,0.06,0.2105447949920401,desktop,0,0,70.91874227408323,14,0,1,0
Canada,0.05,0.169062552476822,mobile,0,1,132.3954426783597,12,0,1,0
Australia,0.06,0.008644523823838972,desktop,0,0,84.29083782436554,13,0,1,0
Canada,0.05,0.1418854344674567,desktop,1,0,61.012864180777655,23,0,1,0
Netherlands,0.08,0.41671971374849964,mobile,0,0,281.0023887222047,11,1,1,1
Brazil,0.2,0.01858763051862279,desktop,0,0,70.35694592793283,23,0,1,0
India,0.18,0.10676252878711663,mobile,0,0,97.09596810367215,7,0,1,0
Australia,0.06,0.4801524621977216,desktop,0,0,208.00084674218215,18,1,0,1
France,0.07,0.1678456733629063,desktop,0,0,72.59105033009568,15,0,1,0
Japan,0.05,0.282310832449342,mobile,0,0,59.41494282141333,7,0,1,0
Netherlands,0.08,0.035445523760882544,desktop,0,0,63.89828744014772,2,0,1,0
Australia,0.06,0.28094305909637945,desktop,0,0,47.130435809026146,2,0,1,0
Japan,0.05,0.05836954046872454,desktop,0,0,79.33163740114274,15,0,1,0
Japan,0.05,0.4473338946415083,tablet,0,0,182.9560054416427,3,1,1,0
Japan,0.05,0.09326344181081851,tablet,0,0,120.89387945456306,14,0,1,0
Japan,0.05,0.403686095236534,desktop,0,0,181.2077217750689,16,0,1,0
United Kingdom,0.06,0.0430342553031243,desktop,0,0,56.13101236843801,17,0,1,0
France,0.07,0.22882513992831474,tablet,1,0,119.74905752288737,3,0,1,1
Australia,0.06,0.35029156987129817,mobile,0,0,81.82553306155991,2,0,1,0
United States,0.05,0.18058892361062406,desktop,0,0,76.95546398241808,6,0,1,0
Netherlands,0.08,0.35637983521948263,mobile,0,0,71.66228537200399,11,0,1,1
Australia,0.06,0.05662391992781963,desktop,1,0,75.92603355300697,2,0,0,1
United Kingdom,0.06,0.16966805310879796,desktop,0,0,53.189595022771975,11,0,1,0
Netherlands,0.08,0.13885516019062802,mobile,0,0,69.85733608342164,1,0,1,0
Japan,0.05,0.12125629599003672,mobile,0,0,66.57375681697296,3,0,1,0
Japan,0.05,0.08600574481489336,desktop,0,0,81.44384292627302,9,0,1,0
Canada,0.05,0.25205886495012153,mobile,0,0,106.25503675695758,13,0,1,0
Netherlands,0.08,0.2348080666309962,desktop,0,0,100.80448018268697,9,0,1,1
Canada,0.05,0.10941911764849048,mobile,0,0,85.9707542433432,16,0,1,1
Australia,0.06,0.33876617536974846,desktop,0,0,39.32461692291357,4,0,0,1
United States,0.05,0.547795039862438,tablet,0,0,143.25635267309656,2,1,1,1
Australia,0.06,0.16445061502481756,desktop,0,0,37.99184107689383,22,0,1,0
Japan,0.05,0.030376481958580042,desktop,0,0,104.98681818660394,10,0,1,0
Australia,0.06,0.1192242243589541,mobile,0,0,68.91928208814524,14,0,1,0
France,0.07,0.3961564911699008,desktop,0,0,197.7551709036125,17,1,1,1
Netherlands,0.08,0.010688298878725555,desktop,0,0,56.54890314051068,7,1,1,1
Japan,0.05,0.06492343643959514,mobile,0,0,111.8907846459665,1,0,1,0
Germany,0.05,0.2676867204133045,desktop,0,0,74.49312549251157,20,0,1,0
Romania,0.4,0.3348104905623895,mobile,0,1,69.06933106165758,16,0,1,0
Japan,0.05,0.16915847630465786,desktop,0,0,75.11257631870552,13,0,0,1
Pakistan,0.45,0.29935702714656426,desktop,0,0,77.1577559873064,20,0,1,1
Indonesia,0.3,0.23966378640212124,desktop,0,0,68.58022297933722,10,0,1,0
India,0.18,0.18334471203109942,desktop,0,0,111.83940018945152,1,0,1,0
Japan,0.05,0.3339330697543344,desktop,0,0,111.43799243104101,18,0,1,1
Australia,0.06,0.06530347490292471,desktop,0,0,74.29412959723106,19,0,1,0
United Kingdom,0.06,0.17837363954970592,desktop,0,0,54.76062627872606,8,0,1,0
France,0.07,0.38967033447036137,desktop,0,0,284.1571838262859,4,1,1,1
Netherlands,0.08,0.2883248251835415,mobile,0,0,58.37378560517958,19,1,1,0
France,0.07,0.3318033103586593,desktop,1,0,118.47071983026115,1,1,1,1
Netherlands,0.08,0.201319008308537,desktop,0,0,124.5874485928971,0,0,1,0
United Kingdom,0.06,0.6183718348300545,desktop,0,0,269.2759360209451,20,0,1,1
Canada,0.05,0.4265287586462467,mobile,1,0,258.02367190386065,5,1,1,1
France,0.07,0.538217654483828,desktop,0,0,161.30734874236094,18,1,1,0
Canada,0.05,0.42545097832169276,tablet,0,1,195.78058186811998,12,0,1,0
United States,0.05,0.05115873519894539,desktop,0,0,53.58465811813915,22,0,1,0
United Kingdom,0.06,0.3377117901908206,tablet,0,0,64.68355629743449,20,1,0,1
Netherlands,0.08,0.11637838952713875,desktop,0,0,78.02414808916417,11,0,1,0
France,0.07,0.11149098815239299,desktop,0,0,86.50068820130872,17,0,0,1
United States,0.05,0.22015067275221498,desktop,0,0,112.89089143560481,3,0,1,0
United States,0.05,0.17095683844127357,tablet,0,0,71.39095139787062,22,0,1,0
France,0.07,0.09646344292464026,desktop,1,0,64.76472195192152,22,0,1,0
United Kingdom,0.06,0.027707074260556276,mobile,0,1,45.8327304661907,6,0,1,1
Japan,0.05,0.10609538092969177,desktop,1,0,81.24258087002055,12,0,0,1
Netherlands,0.08,0.3097821005276793,mobile,0,0,61.40354615907994,22,0,0,1
Germany,0.05,0.011674514311607782,mobile,0,1,66.8887901848763,7,0,1,0
Australia,0.06,0.05460446778394354,desktop,0,0,59.03230959469216,2,0,1,0
United Kingdom,0.06,0.14076701247102122,mobile,0,0,59.62004367223213,23,0,0,1
Germany,0.05,0.2899305393390466,mobile,0,0,92.52211008052151,4,0,1,1
Vietnam,0.35,0.22310224481982105,desktop,0,0,70.55319494397723,3,0,1,1
Australia,0.06,0.08625746844378408,desktop,0,0,124.33971208869238,11,0,1,0
Vietnam,0.35,0.06749981341127861,desktop,1,0,48.66806341019572,11,1,1,1
Germany,0.05,0.14537747909000373,mobile,0,0,111.49968524273191,5,0,0,1
Canada,0.05,0.3704962655228489,desktop,1,0,60.56953325591023,21,0,1,0
France,0.07,0.1985620601586755,mobile,0,0,70.60151420055709,0,0,1,0
France,0.07,0.32095592541180273,desktop,0,1,85.58037522457163,22,0,1,0
Pakistan,0.45,0.12307861011794256,tablet,1,0,103.101059403643,15,0,0,1
United Kingdom,0.06,0.03964192448535448,mobile,0,0,104.53298422555707,6,0,1,0
Netherlands,0.08,0.29238388746929983,desktop,0,0,103.82534904626334,9,0,1,0
Netherlands,0.08,0.26320497217094285,mobile,0,0,66.93394662368986,1,0,1,0
Australia,0.06,0.1783183026285343,mobile,0,0,135.7765809890229,22,0,1,0
Canada,0.05,0.13291262491930017,desktop,0,0,89.28360367460078,16,0,0,1
France,0.07,0.4264871777991886,desktop,0,0,181.24074455764284,23,1,1,1
Germany,0.05,0.4162650267194108,desktop,0,0,208.50889917830926,1,0,1,0
Netherlands,0.08,0.377655582199095,desktop,0,1,334.55695495945486,22,1,1,1
France,0.07,0.17384790072679088,desktop,0,0,65.11989018545749,19,0,0,0
India,0.18,0.5122908060112744,desktop,0,0,420.9068459040234,12,1,1,0
Australia,0.06,0.23499604930258508,desktop,0,1,80.91254826079135,14,0,1,0
France,0.07,0.033828733972584825,desktop,0,0,57.356231375528765,7,0,0,1
Japan,0.05,0.3605854450771874,desktop,0,0,122.98454807671583,12,0,1,0
France,0.07,0.33834911546349977,desktop,0,0,46.349688851428844,22,0,1,0
Brazil,0.2,0.04970750313862586,desktop,0,1,45.26685583904712,19,1,0,1
United Kingdom,0.06,0.05588810639543343,desktop,0,0,49.69357899536894,8,0,1,0
Indonesia,0.3,0.08001640515449678,desktop,1,0,84.90232767625133,13,1,1,0
Netherlands,0.08,0.2268253465127073,mobile,0,0,82.64772875150994,9,0,1,0
Netherlands,0.08,0.15507291275771953,mobile,0,0,54.69001784142685,8,0,1,0
France,0.07,0.12094017232196792,mobile,0,0,59.008737824012925,15,0,1,0
Netherlands,0.08,0.20863163943820362,tablet,0,0,72.57118185710353,10,0,1,0
Germany,0.05,0.05729799061568712,mobile,0,0,50.00015194797844,15,0,1,0
Netherlands,0.08,0.06314242855956845,mobile,0,0,96.11320253524224,23,0,1,0
United Kingdom,0.06,0.026739108841741136,desktop,0,0,125.7375781747301,2,0,1,0
Germany,0.05,0.26293401309936293,mobile,0,0,68.2972180485119,9,0,0,1
France,0.07,0.11145468772870261,desktop,0,0,82.05274686442104,4,1,1,0
Germany,0.05,0.39582907808940954,mobile,0,0,225.84795171043058,1,1,1,1
Canada,0.05,0.3873523307054203,desktop,0,0,277.70604995460553,0,1,1,0
Netherlands,0.08,0.29909879830614894,tablet,1,0,143.36258513986994,8,0,1,1
Germany,0.05,0.28047262427329606,desktop,0,1,64.12945723855657,2,0,1,0
Japan,0.05,0.0941615756212125,mobile,0,0,73.50819824719855,17,0,1,0
United States,0.05,0.26989513018318934,tablet,0,0,98.14643247970174,8,0,1,1
Netherlands,0.08,0.28161507590048857,mobile,0,0,82.0092725137829,5,0,1,1
Netherlands,0.08,0.06542903962434495,desktop,0,1,52.82551086813039,22,0,1,0
Canada,0.05,0.12035582773159101,desktop,1,0,38.58795375888154,15,0,1,1
Japan,0.05,0.5598841232273387,mobile,1,1,234.0622094956576,19,1,0,1
Brazil,0.2,0.2970311985249858,desktop,0,0,81.5229541813503,18,0,1,0
Netherlands,0.08,0.08621557695110034,desktop,0,0,63.32061183680433,5,0,1,0
Canada,0.05,0.1281457070052539,mobile,0,0,50.24821075560769,15,0,1,0
France,0.07,0.046689085877784746,tablet,0,0,59.32565476360087,2,0,1,0
Netherlands,0.08,0.026023162640505696,desktop,0,0,137.95358439113932,12,0,1,0
Germany,0.05,0.18115053874011994,desktop,0,0,48.96769952774024,23,0,1,0
Netherlands,0.08,0.04154844288821831,mobile,0,0,65.1039119142757,5,0,1,0
Canada,0.05,0.050492324315779644,mobile,0,0,60.67364541973981,17,0,1,0
Netherlands,0.08,0.12753950503805633,tablet,0,0,144.1461155616018,1,0,0,1
United States,0.05,0.1279098815384098,mobile,0,0,43.41458539552663,12,1,1,1
United States,0.05,0.03644507152882547,desktop,0,0,55.219915248414495,3,0,1,0
Pakistan,0.45,0.13699512404979988,mobile,0,0,74.35450544249454,23,0,1,0
Netherlands,0.08,0.39145652157932026,mobile,0,0,278.7118501995619,10,1,0,1
Nigeria,0.55,0.27593386863012914,desktop,0,1,107.67906716571264,22,0,0,1
Romania,0.4,0.1439621440194152,desktop,0,0,103.85536219552527,21,0,1,1
France,0.07,0.1642071336306813,mobile,0,0,56.83915403854005,2,0,1,0
Germany,0.05,0.013616324624685762,desktop,0,0,81.15393273562633,12,0,1,1
United Kingdom,0.06,0.1767842678925507,tablet,0,0,68.44663022937443,15,0,1,0
France,0.07,0.13785004145539978,desktop,1,0,61.95712026960818,10,0,1,1
Germany,0.05,0.08202710981688707,desktop,0,0,103.78365539611713,16,0,1,0
Russia,0.6,0.1502998765395831,tablet,0,0,79.49581234129523,10,0,0,1
United States,0.05,0.3099442721716041,desktop,0,0,127.07116345409615,20,0,1,0
United Kingdom,0.06,0.22103514048567022,desktop,0,0,85.9071364599558,15,0,1,0
Germany,0.05,0.048488724466702125,desktop,0,0,100.6056002930767,11,0,1,0
United Kingdom,0.06,0.16907250082095343,tablet,0,0,28.12699338045148,20,0,1,0
Germany,0.05,0.2997939734753438,tablet,0,0,75.0660111264249,16,0,1,0
Japan,0.05,0.495502378982131,desktop,0,0,228.967166191278,6,0,1,1
Canada,0.05,0.13924474397105197,mobile,0,0,87.43548971015811,8,0,1,0
Australia,0.06,0.25624609668140863,mobile,0,0,125.0508310271468,2,0,0,1
Vietnam,0.35,0.03860654682207172,desktop,1,0,90.41335585137065,9,0,1,0
Australia,0.06,0.21757316031533572,desktop,0,1,47.64585134872051,13,0,1,0
Japan,0.05,0.3077415761466196,mobile,0,1,87.9587304656321,13,0,1,0
Canada,0.05,0.31154549078955596,desktop,0,0,97.65992206590023,19,0,1,0
United Kingdom,0.06,0.2914093965528547,desktop,0,1,58.85446557267803,5,0,1,0
Germany,0.05,0.1586968407093844,desktop,0,0,63.09407132030002,9,0,1,0
Romania,0.4,0.1608900705857998,mobile,1,0,96.00175466786517,19,0,1,1
Australia,0.06,0.18496358807901334,desktop,0,0,72.99105585578064,17,0,1,0
Germany,0.05,0.33571163088548117,desktop,0,0,106.95891865738766,11,0,1,0
France,0.07,0.24201536499793108,desktop,0,0,77.85215334803522,18,0,1,0
Netherlands,0.08,0.5178209155809707,tablet,0,0,152.29846943490068,20,1,0,1
Japan,0.05,0.37437434658135044,desktop,0,0,74.48801171310339,10,0,1,1
Australia,0.06,0.2650010182089078,desktop,0,0,63.51269167930711,18,0,1,0
Nigeria,0.55,0.3649327250866693,desktop,0,0,90.57725956260872,5,0,1,0
Japan,0.05,0.05388387889180747,desktop,0,0,84.68513450733923,13,0,1,0
Australia,0.06,0.3412163344435737,mobile,0,0,52.510286396807054,5,0,1,0
United Kingdom,0.06,0.18499959855081263,desktop,0,0,78.2864175673343,16,0,1,0
United States,0.05,0.41948500239869263,mobile,0,0,137.29638378054608,8,0,1,0
Romania,0.4,0.14725668000711892,desktop,1,0,85.3225551063242,20,0,0,1
Australia,0.06,0.13993544761946508,mobile,0,0,102.82295769612546,21,0,1,0
Canada,0.05,0.43910081212849894,mobile,0,0,188.97408775706788,8,0,1,1
Australia,0.06,0.05047576651660019,desktop,0,0,69.16060325188063,0,0,1,0
United States,0.05,0.14880003064459915,mobile,0,0,33.49135027301059,17,0,1,0
Netherlands,0.08,0.35150725160043694,mobile,0,0,110.39732677748901,21,0,1,0
United Kingdom,0.06,0.17240059016041487,tablet,0,0,76.23391944635924,22,0,1,0
Netherlands,0.08,0.19290600799110308,tablet,0,0,70.87203713196153,5,0,1,0
France,0.07,0.48336606674995775,mobile,0,0,391.40670670475913,0,1,1,1
Germany,0.05,0.25056220618273617,desktop,1,0,87.18966158126838,1,0,0,1
United States,0.05,0.20465762175505198,desktop,0,0,106.08452547639035,11,0,1,0
Netherlands,0.08,0.14567356616874963,mobile,0,0,66.55880975653206,6,0,0,0
United Kingdom,0.06,0.003259199070142378,tablet,1,0,85.05740371525381,3,0,1,0
United States,0.05,0.19824376593868115,desktop,0,0,84.71150876906631,4,0,1,0
Japan,0.05,0.08822390909805426,mobile,0,0,34.14225548045359,9,0,1,0
Canada,0.05,0.3398550979215103,desktop,0,0,57.52370411810889,1,0,1,0
Canada,0.05,0.28847677881353107,desktop,0,0,85.83473379746204,19,0,1,0
Germany,0.05,0.16664268008933975,desktop,0,0,113.50511396214355,22,0,1,0
Netherlands,0.08,0.048801323345089145,desktop,0,0,118.59039826862136,4,0,1,0
Germany,0.05,0.3113322065653726,mobile,0,0,48.00790972176607,13,0,1,0
United Kingdom,0.06,0.0419069418430223,desktop,0,1,104.56355324731129,0,0,1,0
Germany,0.05,0.08816698486347296,mobile,0,0,105.80571648853241,2,0,0,1
United Kingdom,0.06,0.5619972487682554,mobile,0,0,425.0267551126331,6,1,1,1
Germany,0.05,0.12923714192422492,mobile,0,0,36.34497270804196,20,0,1,0
United States,0.05,0.3044838505106128,desktop,0,0,61.06901721589141,18,0,0,1
United Kingdom,0.06,0.12650679287740868,desktop,1,0,76.54735583302909,17,0,1,0
Canada,0.05,0.12918220438340552,mobile,0,0,67.8585678215455,2,0,1,0
Nigeria,0.55,0.10575153067460265,mobile,0,1,34.5010882242361,5,0,0,1
United States,0.05,0.08490622665849176,desktop,0,0,67.25897442155387,14,0,1,0
United Kingdom,0.06,0.1956367392846391,desktop,0,0,53.211085990458926,8,0,1,0
Brazil,0.2,0.4713382974891217,tablet,0,0,526.0472071263334,17,1,0,1
Vietnam,0.35,0.2388629567459951,desktop,0,0,87.18003685219342,13,0,1,0
Japan,0.05,0.284639348836267,desktop,0,0,88.50669096103381,13,0,1,0
Germany,0.05,0.11996268317048162,tablet,0,0,64.76199164051803,13,0,1,0
Canada,0.05,0.051158107651121276,mobile,1,0,74.22484806719773,22,1,1,0
United Kingdom,0.06,0.27717331532596884,desktop,0,0,71.56681700956615,13,0,1,0
United Kingdom,0.06,0.16806718827715716,mobile,0,0,101.47078410486587,18,0,1,0
Canada,0.05,0.3770543955166252,desktop,0,0,151.34799281369868,11,1,0,1
Australia,0.06,0.09199358991317592,mobile,0,0,56.541915568102816,2,0,1,0
Canada,0.05,0.09873652196479311,mobile,1,0,103.18631695247913,13,0,1,0
Australia,0.06,0.4712481737409124,desktop,0,0,238.30033467750093,20,1,1,1
Germany,0.05,0.2957556183298787,tablet,0,0,86.75402310863366,18,0,1,0
Canada,0.05,0.46527490539476835,mobile,0,1,231.78851074780266,13,0,1,0
Netherlands,0.08,0.49559203430031573,desktop,0,0,346.5253377086908,22,0,1,0
Nigeria,0.55,0.08772974761549894,mobile,0,0,113.37806057294503,23,0,1,0
Germany,0.05,0.03696986953059266,mobile,0,0,56.737202660192004,22,0,1,0
Australia,0.06,0.33465136406383705,desktop,0,0,98.58152609117332,23,0,1,0
Germany,0.05,0.28009138409253376,desktop,0,0,76.59882565895826,7,1,0,1
United States,0.05,0.054876079218268585,desktop,1,0,60.533333305938115,3,0,0,1
Japan,0.05,0.35202502673088426,tablet,0,0,56.86079039873239,10,0,1,0
United Kingdom,0.06,0.2709366294493759,desktop,0,0,80.98351484013595,5,0,1,0
Canada,0.05,0.16279476794406983,desktop,0,0,98.09093737204643,3,0,1,0
France,0.07,0.039857138022886825,mobile,0,0,119.43387645102757,15,0,1,0
United Kingdom,0.06,0.4181705166605388,desktop,0,0,304.7632287235744,2,1,1,0
United States,0.05,0.5594370406307205,desktop,0,0,192.09318871362086,1,1,0,1
Canada,0.05,0.1819311574767027,desktop,0,0,68.57626089800385,4,1,1,1
Romania,0.4,0.21334137467346176,desktop,0,1,79.5021193918249,9,0,0,1
Australia,0.06,0.14023821400338715,mobile,0,0,43.67551466694643,15,0,1,0
Canada,0.05,0.29634342958139753,desktop,0,0,89.82270304741331,23,0,1,0
United States,0.05,0.00943288692138178,desktop,1,1,85.72125637549135,14,0,1,1
Australia,0.06,0.15401039823372922,desktop,0,1,144.02357581671313,12,0,1,0
United States,0.05,0.33355443856464245,mobile,0,0,72.68283931329073,7,0,1,0
France,0.07,0.12351738716524555,desktop,0,0,111.82612862268086,7,0,0,0
Japan,0.05,0.4071181583488403,desktop,0,1,291.4804824142981,14,1,0,1
Canada,0.05,0.4713179398117297,mobile,0,0,291.6157469343882,4,0,1,0
Germany,0.05,0.3733857549444332,desktop,0,0,122.40301646052956,1,0,1,0
United States,0.05,0.17968160855358312,mobile,0,0,109.5279085759353,18,0,1,0
United States,0.05,0.3069765649919432,desktop,0,0,75.26985627235706,23,0,1,0
Canada,0.05,0.1215588849094676,mobile,0,0,68.1845181396339,22,0,1,0
Nigeria,0.55,0.6496927770677158,mobile,0,0,276.51892277628565,16,0,1,1
Germany,0.05,0.05657594883195674,mobile,0,0,52.43347808103429,22,0,1,0
Australia,0.06,0.583709160927587,tablet,0,0,331.1843078190261,18,0,1,1
Japan,0.05,0.38093351605510234,mobile,0,0,487.09917603527134,1,0,0,0
United States,0.05,0.06340281123687679,desktop,0,0,84.26258212473893,9,0,1,0
United Kingdom,0.06,0.3447034664442361,mobile,1,0,78.21352803602376,1,0,1,1
Canada,0.05,0.23288235763283846,mobile,0,0,50.61191600242784,6,0,1,0
Japan,0.05,0.13958697183687535,desktop,0,0,106.8523485827218,23,0,1,1
France,0.07,0.14363004471350316,desktop,0,0,76.22063462517583,19,0,1,0
Japan,0.05,0.153300200242487,desktop,0,0,99.66062676406429,22,0,1,1
Netherlands,0.08,0.1913289565509113,tablet,0,0,49.01450013729291,11,0,1,0
Japan,0.05,0.5246598476650599,mobile,0,0,184.63439661843907,5,1,0,1
Pakistan,0.45,0.019395136396045395,mobile,1,0,64.24301623376603,9,0,1,0
Japan,0.05,0.05248926011206785,mobile,0,0,80.23960098865255,4,0,1,1
Netherlands,0.08,0.045941609211742986,mobile,0,0,71.07605438342414,23,0,1,0
Netherlands,0.08,0.4025304688423854,mobile,0,0,232.65338857163664,14,1,0,1
Japan,0.05,0.22285835779971602,desktop,0,0,105.85990490614289,1,0,0,0
Netherlands,0.08,0.0722193537366896,desktop,0,0,57.06417488810969,7,1,1,0
India,0.18,0.17170423308415073,mobile,0,0,206.68440807997428,11,0,0,1
France,0.07,0.263732483121419,mobile,0,0,71.54398274882026,17,0,1,1
Australia,0.06,0.06740802858468418,mobile,0,0,115.80736318248088,21,0,1,0
France,0.07,0.22546282999286008,tablet,0,0,66.7131856170839,4,0,1,0
Netherlands,0.08,0.2584900983889053,mobile,0,0,91.7120168218232,16,0,1,0
Canada,0.05,0.012595112893660769,desktop,0,0,102.76673895871164,19,0,0,0
Netherlands,0.08,0.3153771736853217,desktop,0,0,43.532215854718224,18,0,1,0
Netherlands,0.08,0.4215344644533898,desktop,0,1,219.14375793793823,6,1,1,1
Romania,0.4,0.2827296608363738,mobile,0,0,56.066774478417955,8,0,1,1
Germany,0.05,0.09639132130117664,desktop,0,0,65.22316658271352,3,0,1,0
Japan,0.05,0.1967359139438039,desktop,0,0,59.63186747468765,13,0,0,1
Japan,0.05,0.08385332910944855,desktop,0,0,60.42908720163889,8,0,1,0
Russia,0.6,0.2602987475668951,mobile,0,0,61.43379067508461,9,0,1,0
Brazil,0.2,0.42036044139388246,desktop,0,0,236.00036661469073,0,1,0,1
Australia,0.06,0.11262141631165927,mobile,0,0,96.20037040038636,22,0,1,0
Australia,0.06,0.22418079406392646,desktop,1,0,76.73340010499942,15,0,1,0
United Kingdom,0.06,0.1875617218969893,mobile,1,0,70.21748176453309,5,0,0,1
Indonesia,0.3,0.21594919280003302,mobile,0,0,105.17555742056616,1,0,1,0
Germany,0.05,0.33732028915349865,desktop,0,0,136.7629518239949,9,0,1,0
Japan,0.05,0.16662080996795758,mobile,0,0,42.69079664538047,3,0,0,0
Netherlands,0.08,0.06529726524051856,mobile,0,0,130.0924050043901,4,0,1,0
France,0.07,0.12004165924554835,desktop,0,0,73.10454154439942,19,0,1,0
United Kingdom,0.06,0.20302895280879893,mobile,0,0,45.93247635255582,1,0,1,0
United Kingdom,0.06,0.30263845946148893,mobile,0,0,85.15281158813109,12,1,1,0
Netherlands,0.08,0.47581059281081184,desktop,1,0,146.97596296101523,18,1,1,1
France,0.07,0.5322917780312976,desktop,0,0,631.148174096547,14,1,1,1
United States,0.05,0.032519575991098365,desktop,1,0,77.54720104298674,3,0,0,1
Japan,0.05,0.32987304491000113,desktop,0,0,83.50285121247367,6,0,1,0
Germany,0.05,0.18113814480145685,desktop,0,0,63.28666345612141,4,0,1,0
Nigeria,0.55,0.6360999918328408,mobile,1,0,145.12357032686614,23,1,1,1
Germany,0.05,0.16085004805129394,tablet,0,0,95.5468230454654,16,0,1,0
United Kingdom,0.06,0.3256752117483166,desktop,0,0,61.32970553498129,23,0,1,0
United States,0.05,0.32142304135253424,mobile,0,0,84.84579967770227,3,0,1,0
France,0.07,0.16124112283778447,mobile,0,0,123.97111113115348,8,0,1,0
France,0.07,0.3335483438345886,mobile,0,1,69.69109234315826,8,0,1,1
Japan,0.05,0.0129763617195605,mobile,1,0,94.16309061225553,18,0,0,1
France,0.07,0.1099479232697203,desktop,0,1,72.91483337575185,1,0,1,1
Canada,0.05,0.14329183894108358,mobile,0,0,64.86913790866569,19,0,1,0
Germany,0.05,0.12602970088394194,desktop,0,1,42.65641672379223,11,0,1,0
Germany,0.05,0.07793460617622848,desktop,0,0,72.69048606795599,21,0,1,0
India,0.18,0.07087387012178395,desktop,0,0,69.58291232655615,7,0,1,0
United Kingdom,0.06,0.39309668298787154,desktop,0,0,119.4113466215845,20,1,1,1
Pakistan,0.45,0.2380210411767218,desktop,0,0,36.151539090709406,21,1,1,1
Canada,0.05,0.01945881246878775,desktop,0,0,41.07680698804544,10,0,1,0
United States,0.05,0.18585192330098887,desktop,0,0,137.66679107684047,21,0,1,0
Germany,0.05,0.12311988185832808,desktop,0,1,74.68158556551163,8,0,1,1
United States,0.05,0.2378317453736005,desktop,0,0,44.58178319965963,15,0,1,1
Netherlands,0.08,0.6136328518937526,desktop,0,0,171.33753327727894,22,1,1,1
France,0.07,0.07051143667669829,mobile,0,0,73.96175921245658,4,0,1,0
Canada,0.05,0.06177275604457451,mobile,0,0,86.23669649258532,9,0,0,1
Japan,0.05,0.09669327252727407,tablet,0,0,67.92276301061273,1,0,1,0
Australia,0.06,0.10857187264538165,tablet,0,0,149.51918245751676,12,0,1,0
Russia,0.6,0.023513961696408,mobile,1,0,152.00687140255545,6,0,1,0
Romania,0.4,0.23512727036861583,mobile,0,0,84.27151191955483,2,0,1,0
Japan,0.05,0.09763136803725744,desktop,0,0,64.83302406813311,21,0,1,0
Netherlands,0.08,0.166284094470502,desktop,0,0,84.25997813383634,7,0,1,0
Netherlands,0.08,0.12518541062228147,tablet,0,0,46.28803707159113,17,0,1,0
France,0.07,0.614544163359962,tablet,0,0,296.9500952473468,3,1,0,1
Japan,0.05,0.2175220989542356,desktop,1,1,78.26523932232703,6,0,1,0
United States,0.05,0.239749124290126,desktop,0,0,48.30537434822039,1,0,1,0
Japan,0.05,0.32478521361011475,desktop,0,0,60.069842665089034,16,0,1,0
Romania,0.4,0.2518864518132461,desktop,0,0,90.08105557975581,8,0,1,0
United States,0.05,0.6470797989498279,desktop,0,1,74.51218734434727,21,0,0,1
Netherlands,0.08,0.23621725387215106,desktop,0,0,53.90754527213338,12,0,0,1
India,0.18,0.10979661449135217,desktop,0,0,62.61136162862942,4,0,1,0
Germany,0.05,0.13470552347981654,mobile,0,0,103.68173029186326,18,0,0,1
France,0.07,0.3703505397245,mobile,0,0,134.29345993579145,20,0,1,0
India,0.18,0.08132680143826221,mobile,0,0,84.14627513751294,14,0,1,0
Romania,0.4,0.008864993073841261,desktop,0,0,24.384172505423876,16,0,1,0
United Kingdom,0.06,0.08870675681092807,desktop,0,0,49.85560202950948,19,0,1,0
